name,age,sex,major,gpa,hobbies,country,id,province,level
Jordan Simpson,18,Male,Forensic Science,3.08,"['hiking', 'upcycling']",USA,id_16556,Pennsylvania,Freshman
Angel Baker,24,Female,Mechanical Engineering,2.21,"['bouldering', 'puzzle solving']",USA,id_16557,Ohio,Sophomore
Mark Rivera,19,Male,Marketing,3.09,"['singing', 'metal detecting']",USA,id_16558,Arizona,Senior
Isaac Blair II,22,Male,Meteorology,3.43,"['bouldering', 'programming']",Canada,id_16559,British Columbia,Senior
Teresa Gillespie,21,Female,Veterinary Science,3.7199999999999998,"['knitting', 'gardening']",Canada,id_16560,Ontario,Junior
Scott King,24,Male,Mathematics,2.16,"['camping', 'astronomy']",Canada,id_16561,British Columbia,Sophomore
Jacob Ortiz,19,Male,Dentistry,3.22,"['volunteering', 'skydiving']",USA,id_16562,Oregon,Sophomore
Heather Gould,22,Female,Public Health,2.94,"['philanthropy', 'soap making']",USA,id_16563,California,Senior
Christopher Robinson,24,Male,Nuclear Engineering,2.05,"['puzzle solving', 'fashion design']",Canada,id_16564,Quebec,Freshman
Connie Roberts,18,Female,Journalism,4.15,"['board games', 'fencing']",Canada,id_16565,Ontario,Junior
Emily Alvarado,19,Female,Art Therapy,2.54,"['tai chi', 'jogging']",USA,id_16566,Florida,Sophomore
Kirk Gill,19,Male,Fashion Design,2.25,"['skateboarding', 'sports']",USA,id_16567,Florida,Senior
Shannon Hanson,22,Male,Information Systems,3.13,"['meditation', 'zumba']",USA,id_16568,California,Freshman
Adam Taylor,24,Male,Dentistry,2.86,"['philanthropy', 'drawing']",USA,id_16569,New Hampshire,Junior
Max Turner,23,Male,Physics,3.85,"['candle making', 'puppetry']",Canada,id_16570,Ontario,Junior
Lori Hooper MD,24,Female,Graphic Design,2.7199999999999998,"['DIY projects', 'baking']",Canada,id_16571,Ontario,Senior
Robert Smith,24,Male,Computer Engineering,3.33,"['callisthenics', 'kickboxing']",USA,id_16572,Massachusetts,Freshman
Angel Bass,18,Female,Hospitality Management,3.33,"['tarot reading', 'fashion design']",USA,id_16573,Indiana,Junior
Charles Miller,22,Male,Physics,2.68,"['makeup artistry', 'philately']",USA,id_16574,Oregon,Sophomore
Justin Johnson,18,Male,Mechanical Engineering,3.36,"['beekeeping', 'gaming']",Canada,id_16575,Ontario,Junior
Chelsea White,24,Female,Forensic Science,3.12,"['LARPing', 'magic']",Canada,id_16576,Quebec,Sophomore
Jamie Mack,21,Male,Graphic Communication,3.9699999999999998,"['tai chi', 'candle making']",Canada,id_16577,New Brunswick,Junior
Michael Mcbride,23,Male,Nursing,3.07,"['origami', 'jogging']",Canada,id_16578,Quebec,Senior
Christy Stephens,23,Female,Fashion Design,3.09,"['animation', 'quilting']",Canada,id_16579,British Columbia,Junior
Timothy Rangel,18,Male,Theater,3.48,"['candle making', 'scuba diving']",Canada,id_16580,Saskatchewan,Freshman
Sierra Mays,23,Female,Accounting,2.34,"['baking', 'vlogging']",Canada,id_16581,Ontario,Senior
Nicole Hill,24,Female,Mechanical Engineering,2.22,"['animation', 'bird training']",Canada,id_16582,British Columbia,Junior
Michelle Coleman,24,Female,Marine Biology,2.5300000000000002,"['origami', 'scuba diving']",USA,id_16583,California,Freshman
Bryce Roberts,24,Male,Dentistry,2.63,"['meditation', 'calligraphy']",Canada,id_16584,Ontario,Sophomore
Cody Sanders,19,Male,Marketing,2.88,"['gaming', 'beekeeping']",Canada,id_16585,Quebec,Senior
Victor Ferrell,23,Male,Architecture,3.8200000000000003,"['magic', 'skiing']",Canada,id_16586,Ontario,Sophomore
Tracy Carr,23,Female,Nursing,2.15,"['biking', 'graphic design']",USA,id_16587,Florida,Freshman
Michelle Gilbert,22,Female,Chemical Engineering,2.95,"['music', 'card games']",USA,id_16588,New Hampshire,Senior
Tina Thompson,24,Female,Fashion Design,2.52,"['skydiving', 'wine tasting']",Canada,id_16589,Ontario,Junior
Jessica Rodriguez,20,Female,Biomedical Engineering,3.2,"['scrapbooking', 'calligraphy']",Canada,id_16590,Ontario,Senior
Paige Hodge,23,Female,Drama,2.5300000000000002,"['programming', 'upcycling']",Canada,id_16591,Quebec,Junior
Nancy Wilson,24,Female,Ecology,2.92,"['board games', 'ice skating']",Canada,id_16592,British Columbia,Sophomore
David Clark,21,Male,Marketing,2.51,"['kickboxing', 'magic']",USA,id_16593,Nevada,Junior
Carolyn Vargas,18,Female,Graphic Design,3.03,"['roller skating', 'zumba']",Canada,id_16594,British Columbia,Sophomore
Seth Melton,19,Male,Classics,2.18,"['quilting', 'parkour']",USA,id_16595,Oregon,Junior
Todd Burns,18,Male,Nuclear Engineering,2.6,"['kickboxing', 'weightlifting']",USA,id_16596,Texas,Senior
Carlos Pruitt,20,Male,Biology,2.03,"['surfing', 'geocaching']",Canada,id_16597,Quebec,Freshman
Crystal Stanton,21,Female,Marketing,2.68,"['ice skating', 'podcasting']",Canada,id_16598,Quebec,Senior
Stephen Alexander,23,Male,Botany,2.27,"['volunteering', 'music']",USA,id_16599,New Jersey,Senior
Abigail Powell,22,Female,Health Science,2.7800000000000002,"['water polo', 'stand-up comedy']",USA,id_16600,New York,Junior
Nichole Jones,20,Female,Nutrition Science,3.3,"['foraging', 'cycling']",USA,id_16601,Minnesota,Sophomore
Gregory Holt,21,Male,Earth Science,3.15,"['quilting', 'mountain biking']",USA,id_16602,Alabama,Senior
Jessica Hawkins,22,Female,International Relations,3.5,"['bird watching', 'dodgeball']",Canada,id_16603,Quebec,Junior
Donald Gill,21,Male,Biology,2.34,"['biking', 'flying planes']",USA,id_16604,North Carolina,Junior
Danny Lee,21,Male,Biomedical Engineering,3.32,"['playing musical instruments', 'vlogging']",USA,id_16605,New Mexico,Sophomore
Elizabeth Mcclain,21,Female,Microbiology,3.0,"['martial arts', 'camping']",USA,id_16606,Michigan,Freshman
Joshua Cox,22,Male,Information Systems,3.05,"['pottery', 'graphic design']",USA,id_16607,New Mexico,Freshman
Christina Jones,22,Female,Art History,2.54,"['flying planes', 'spelunking']",USA,id_16608,Rhode Island,Senior
John Drake,23,Male,Interior Design,2.84,"['water polo', 'baking']",USA,id_16609,Georgia,Sophomore
Ian Graham,19,Male,Psychology,2.15,"['parkour', 'water polo']",USA,id_16610,Arkansas,Senior
Allison Turner,23,Female,Veterinary Science,3.31,"['kickboxing', 'dodgeball']",USA,id_16611,West Virginia,Sophomore
Grace Smith,24,Female,Computer Engineering,2.35,"['puppetry', 'drawing']",USA,id_16612,Indiana,Sophomore
Sarah Jimenez,23,Female,Graphic Design,3.77,"['spelunking', 'kickboxing']",Canada,id_16613,Quebec,Sophomore
Sabrina Mckay,23,Female,Computer Engineering,3.7199999999999998,"['horseback riding', 'leatherworking']",Canada,id_16614,Ontario,Junior
Amy Malone,23,Female,Marine Biology,2.5700000000000003,"['collecting (e.g., stamps, coins, comic books)', 'candle making']",Canada,id_16615,Nova Scotia,Senior
Christopher Jimenez,22,Male,Political Science,2.6,"['archery', 'knitting']",Canada,id_16616,Ontario,Sophomore
John Phelps,23,Male,Computer Science,3.0,"['stone carving', 'programming']",Canada,id_16617,British Columbia,Sophomore
Jeffery Moore,24,Male,Industrial Design,2.95,"['biking', 'programming']",USA,id_16618,Indiana,Freshman
Aaron Vasquez,20,Male,Microbiology,3.29,"['drone piloting', 'spelunking']",Canada,id_16619,Ontario,Sophomore
Elizabeth Harper,23,Female,Anthropology,2.21,"['painting', 'fashion design']",USA,id_16620,Illinois,Sophomore
Brandy Mejia,21,Female,Psychology,2.59,"['beekeeping', 'stargazing']",Canada,id_16621,Ontario,Junior
Nancy Baxter,22,Female,Nutrition Science,3.55,"['cosplay', 'podcasting']",Canada,id_16622,British Columbia,Freshman
Jason Swanson,19,Male,Information Systems,3.63,"['cooking', 'disc golf']",Canada,id_16623,British Columbia,Junior
Frank Holmes,24,Male,Graphic Design,3.17,"['woodworking', 'graphic design']",Canada,id_16624,Ontario,Freshman
Tammy Porter,19,Female,Botany,3.89,"['upcycling', 'fencing']",Canada,id_16625,Ontario,Senior
Traci Reed,24,Female,Forensic Science,2.04,"['philanthropy', 'soap making']",Canada,id_16626,British Columbia,Senior
Charles Wilson,23,Male,Chemical Engineering,2.21,"['stand-up comedy', 'cooking']",Canada,id_16627,Saskatchewan,Junior
Tara Trevino,18,Female,Molecular Biology,4.1,"['philately', 'origami']",Canada,id_16628,Ontario,Junior
Andres Howard,19,Male,Archaeology,2.93,"['jewelry making', 'martial arts']",Canada,id_16629,Manitoba,Senior
Brandy Jackson,20,Female,Elementary Education,2.36,"['kayaking', 'woodworking']",USA,id_16630,Missouri,Sophomore
Alexander Miller,21,Male,Economics,2.27,"['LARPing', 'homebrewing']",USA,id_16631,Texas,Freshman
Karen Pierce,23,Female,Sociology,4.03,"['wine tasting', 'leatherworking']",USA,id_16632,Michigan,Freshman
Madison Willis,20,Female,Elementary Education,3.61,"['candle making', 'painting']",Canada,id_16633,British Columbia,Senior
Sarah King,24,Female,Management,3.15,"['meditation', 'sports']",USA,id_16634,New Hampshire,Senior
Matthew Gomez,22,Male,Art Therapy,2.47,"['camping', 'animal rescue']",USA,id_16635,Connecticut,Sophomore
Mercedes Brown,21,Female,Biochemistry,2.11,"['camping', 'model building']",USA,id_16636,Florida,Senior
Sara King,18,Female,Social Work,2.51,"['painting', 'volunteering']",USA,id_16637,California,Sophomore
Melissa Parrish,18,Female,Political Science,3.59,"['board games', 'skateboarding']",Canada,id_16638,Ontario,Junior
Brianna Jones,18,Female,Nursing,2.15,"['painting', 'bird training']",USA,id_16639,Virginia,Senior
Barbara Brown,21,Female,Industrial Design,3.87,"['mountain biking', 'poetry']",Canada,id_16640,British Columbia,Senior
James Owens MD,21,Male,Ecology,2.61,"['volunteering', 'camping']",Canada,id_16641,Nova Scotia,Sophomore
Mr. Shawn Nelson,22,Male,Graphic Communication,2.37,"['flying planes', 'urban exploration']",USA,id_16642,Wisconsin,Senior
Caleb Ruiz,20,Male,Meteorology,3.23,"['skydiving', 'fishing']",Canada,id_16643,British Columbia,Sophomore
John Davis,24,Male,Archaeology,2.86,"['scuba diving', 'model building']",Canada,id_16644,Quebec,Freshman
Johnathan Knox,23,Male,Political Science,2.16,"['archery', 'glassblowing']",Canada,id_16645,British Columbia,Sophomore
Christopher Sanchez,18,Male,Political Science,3.67,"['birdwatching', 'urban exploration']",USA,id_16646,Florida,Sophomore
Darlene Lutz,24,Female,Computer Engineering,3.55,"['video editing', 'bouldering']",Canada,id_16647,Quebec,Freshman
Nicholas Nielsen,20,Male,Theater,3.0,"['horseback riding', 'bird watching']",USA,id_16648,Oklahoma,Senior
Angel Franklin,19,Female,Art Therapy,2.26,"['archery', 'handball']",Canada,id_16649,Alberta,Sophomore
Linda Carr,20,Female,Dentistry,2.85,"['snowboarding', 'acting']",Canada,id_16650,Alberta,Junior
Eric Fisher,18,Male,History,3.08,"['woodworking', 'snorkeling']",Canada,id_16651,Manitoba,Sophomore
Susan Frazier,22,Female,Environmental Science,3.61,"['gardening', 'scrapbooking']",USA,id_16652,North Carolina,Freshman
Todd Simmons,22,Male,Earth Science,3.61,"['surfing', 'astronomy']",USA,id_16653,North Carolina,Senior
Michael Sanchez,18,Male,Mathematics,3.47,"['ice skating', 'kayaking']",Canada,id_16654,Quebec,Junior
Samuel Soto,20,Male,Civil Engineering,2.5,"['weightlifting', 'baking']",Canada,id_16655,Quebec,Senior
Michelle Evans,18,Female,Early Childhood Education,2.1,"['spelunking', 'meditation']",USA,id_16656,Vermont,Junior
Taylor House,22,Female,Archaeology,3.45,"['astrology', 'biking']",Canada,id_16657,Alberta,Senior
Carrie Wade,18,Female,Geography,3.11,"['model building', 'animation']",USA,id_16658,Missouri,Freshman
Michael Turner,23,Male,Archaeology,3.0,"['bird watching', 'fishing']",USA,id_16659,South Carolina,Junior
Rachel Gomez,19,Female,Drama,2.42,"['geocaching', 'fashion design']",USA,id_16660,New York,Sophomore
Tyler Evans,24,Male,Computer Engineering,3.87,"['gaming', 'painting']",USA,id_16661,Pennsylvania,Sophomore
Justin Rivera,18,Male,Psychology,2.37,"['scrapbooking', 'magic']",USA,id_16662,Texas,Senior
Nicole Williams,18,Female,Criminology,3.62,"['graphic design', 'stone carving']",Canada,id_16663,Ontario,Junior
John Walker,19,Male,Communication,2.52,"['upcycling', 'stone carving']",Canada,id_16664,Ontario,Sophomore
Laura Keith,20,Female,English Literature,2.66,"['scuba diving', 'bouldering']",Canada,id_16665,British Columbia,Senior
Jennifer Paul,24,Female,Geology,3.83,"['cosplay', 'web development']",USA,id_16666,Nevada,Senior
Alicia Hartman,23,Female,Fashion Design,2.91,"['volunteering', 'whittling']",Canada,id_16667,Ontario,Senior
Madison Rush,20,Female,Classics,2.43,"['camping', 'whittling']",USA,id_16668,Utah,Sophomore
William Ray,19,Male,Physics,2.6,"['woodworking', 'skateboarding']",Canada,id_16669,Ontario,Sophomore
Brian Knox,22,Male,Dentistry,2.67,"['urban exploration', 'quilting']",USA,id_16670,Texas,Junior
Jessica Jones,23,Female,Dentistry,2.43,"['spelunking', 'parkour']",USA,id_16671,Texas,Senior
Charles Roberts,22,Male,Computer Engineering,3.89,"['cycling', 'handball']",USA,id_16672,Minnesota,Sophomore
Joann Hart,21,Female,Hospitality Management,3.13,"['calligraphy', 'tai chi']",Canada,id_16673,Manitoba,Freshman
Richard Lawson,23,Male,Marketing,3.8,"['drone piloting', 'digital art']",USA,id_16674,North Carolina,Senior
Heather Washington,22,Female,Sociology,2.26,"['baking', 'rock climbing']",USA,id_16675,Oklahoma,Freshman
Darrell Cox,20,Male,Hospitality Management,2.29,"['homebrewing', 'freerunning']",Canada,id_16676,Alberta,Senior
Rhonda Johnson,21,Female,Marine Biology,2.7800000000000002,"['dodgeball', 'bouldering']",USA,id_16677,Pennsylvania,Freshman
John Taylor,23,Male,Electrical Engineering,2.4,"['mountain biking', 'spelunking']",Canada,id_16678,British Columbia,Senior
Lindsay Johnson,21,Female,Management,2.0,"['woodworking', 'baking']",USA,id_16679,California,Junior
Christopher Townsend,18,Male,Philosophy,2.19,"['playing musical instruments', 'music']",USA,id_16680,Colorado,Sophomore
Shawna Sanchez,21,Female,Political Science,2.91,"['jewelry making', 'scuba diving']",Canada,id_16681,Alberta,Junior
Melissa Roberts,20,Female,Criminology,2.49,"['LARPing', 'beekeeping']",Canada,id_16682,Ontario,Sophomore
Vincent Michael,22,Male,Hospitality Management,3.34,"['weightlifting', 'flying planes']",USA,id_16683,Utah,Sophomore
Sandra Thomas,24,Female,Social Work,3.51,"['homebrewing', 'poetry']",USA,id_16684,New Jersey,Senior
Malik Hernandez,19,Male,English Literature,3.03,"['spelunking', 'writing']",USA,id_16685,New York,Sophomore
Veronica Jones,21,Female,Accounting,2.27,"['knitting', 'magic']",USA,id_16686,New Jersey,Junior
Ariel Rodriguez,18,Female,Sociology,3.49,"['puzzle solving', 'rafting']",Canada,id_16687,Ontario,Freshman
Andres Holloway,19,Male,Elementary Education,2.2800000000000002,"['programming', 'kickboxing']",Canada,id_16688,Ontario,Freshman
Raymond Burton,24,Male,International Relations,2.93,"['music', 'martial arts']",USA,id_16689,Alabama,Junior
Laura Miller,22,Female,Elementary Education,3.56,"['ice skating', 'meditation']",USA,id_16690,Ohio,Senior
Tonya Mccullough,18,Female,English Literature,2.32,"['gaming', 'puppetry']",USA,id_16691,New Hampshire,Freshman
Amy Bray,19,Female,Art History,2.12,"['podcasting', 'camping']",Canada,id_16692,Quebec,Senior
Dr. Angela Campbell,18,Female,Health Science,3.16,"['fencing', 'soap making']",Canada,id_16693,Saskatchewan,Freshman
Karen Barnes,21,Female,Ecology,3.63,"['homebrewing', 'gaming']",USA,id_16694,Maine,Senior
Antonio Brewer,18,Male,Drama,2.04,"['camping', 'photography']",Canada,id_16695,Saskatchewan,Junior
Mark Hawkins,19,Male,Ecology,2.56,"['callisthenics', 'puppetry']",Canada,id_16696,Quebec,Sophomore
Lydia Murphy,22,Female,Ecology,2.61,"['magic', 'kayaking']",USA,id_16697,California,Sophomore
Michael Martinez PhD,23,Male,Sociology,3.46,"['philanthropy', 'woodworking']",USA,id_16698,Pennsylvania,Junior
Carolyn Norman,18,Female,Computer Engineering,2.86,"['geocaching', 'poetry']",USA,id_16699,New York,Senior
Nancy Middleton,24,Female,Psychology,4.22,"['sports', 'rafting']",Canada,id_16700,Quebec,Junior
Amanda Arias,20,Female,Environmental Science,3.93,"['rafting', 'animal rescue']",USA,id_16701,Minnesota,Senior
Amy Allison,18,Female,Marine Biology,3.7800000000000002,"['water polo', 'flying planes']",Canada,id_16702,Ontario,Junior
Linda Ray,18,Female,Ecology,2.09,"['scuba diving', 'graphic design']",USA,id_16703,South Carolina,Senior
Angela Walker,20,Female,Economics,2.93,"['upcycling', 'fitness training']",USA,id_16704,South Carolina,Senior
Casey Buchanan,18,Male,Economics,3.23,"['freerunning', 'poetry']",Canada,id_16705,Ontario,Junior
Bonnie Martinez,24,Female,Culinary Arts,3.95,"['cosplay', 'spelunking']",Canada,id_16706,Saskatchewan,Sophomore
Brian Collins,18,Male,Management,3.21,"['windsurfing', 'model building']",Canada,id_16707,Alberta,Senior
Sarah Friedman,21,Female,Mathematics,3.01,"['upcycling', 'board games']",USA,id_16708,Ohio,Junior
Carmen Mcpherson,23,Female,Public Health,2.42,"['woodworking', 'whittling']",Canada,id_16709,Quebec,Sophomore
Kaitlin Mitchell,19,Female,Early Childhood Education,3.5,"['poetry', 'drawing']",USA,id_16710,Florida,Sophomore
Megan Ray,23,Female,Health Science,3.23,"['windsurfing', 'spelunking']",USA,id_16711,New Jersey,Junior
Joshua Miller,23,Male,Geography,3.14,"['DIY projects', 'LARPing']",USA,id_16712,North Carolina,Senior
Debra Thomas,23,Female,Art Therapy,2.87,"['calligraphy', 'bird watching']",USA,id_16713,Arizona,Freshman
Alexandra West,21,Female,Elementary Education,2.37,"['parkour', 'wine tasting']",USA,id_16714,Washington,Senior
Aaron Scott,18,Male,Forensic Science,4.07,"['traveling', 'disc golf']",USA,id_16715,Indiana,Junior
Beth Barnett,18,Female,Neuroscience,3.49,"['kayaking', 'snowboarding']",USA,id_16716,Texas,Senior
Eric Watts,24,Male,Mechanical Engineering,2.61,"['camping', 'quilting']",USA,id_16717,Florida,Sophomore
James Barron,20,Male,Botany,3.05,"['knitting', 'disc golf']",Canada,id_16718,Ontario,Freshman
Joshua White,20,Male,Mathematics,3.31,"['bird training', 'sports']",USA,id_16719,West Virginia,Senior
Andrew Griffin,18,Male,Art Therapy,2.49,"['parkour', 'puzzle solving']",USA,id_16720,Georgia,Freshman
Daniel Davis,22,Male,Psychology,2.44,"['windsurfing', 'camping']",Canada,id_16721,Ontario,Senior
Cynthia Scott,23,Female,Graphic Design,2.38,"['snowboarding', 'mountain biking']",Canada,id_16722,Nunavut,Junior
Carlos Gonzalez,21,Male,Neuroscience,2.8200000000000003,"['flying planes', 'cooking']",USA,id_16723,California,Senior
Justin Johnson,23,Male,Earth Science,3.12,"['drawing', 'tai chi']",Canada,id_16724,Ontario,Junior
Aaron Campbell,20,Male,Linguistics,3.12,"['animal rescue', 'skydiving']",Canada,id_16725,Ontario,Junior
Karen Silva,18,Female,Drama,2.16,"['kayaking', 'stargazing']",Canada,id_16726,British Columbia,Senior
Sonya Guzman,22,Female,Fashion Design,3.4,"['makeup artistry', 'birdwatching']",Canada,id_16727,Ontario,Senior
David Turner,22,Male,Economics,2.94,"['podcasting', 'animal rescue']",Canada,id_16728,Ontario,Senior
Rodney Gibson,20,Male,Information Systems,4.19,"['puzzle solving', 'gardening']",USA,id_16729,Oklahoma,Sophomore
Deborah Avila,20,Female,Anthropology,3.84,"['zumba', 'flying planes']",USA,id_16730,Indiana,Sophomore
James Williams,20,Male,Veterinary Science,2.94,"['cooking', 'painting']",USA,id_16731,California,Freshman
Breanna Anthony,18,Female,Drama,3.95,"['video editing', 'woodworking']",Canada,id_16732,Alberta,Junior
Cody Moore,21,Male,Computer Engineering,2.5700000000000003,"['programming', 'windsurfing']",Canada,id_16733,New Brunswick,Sophomore
Shawn Henderson,19,Male,Social Work,3.0,"['scrapbooking', 'philanthropy']",Canada,id_16734,British Columbia,Junior
Vincent King,23,Male,Nuclear Engineering,3.52,"['animation', 'poetry']",USA,id_16735,Oregon,Sophomore
Scott Aguilar,23,Male,Biomedical Engineering,2.52,"['painting', 'traveling']",USA,id_16736,Kentucky,Senior
Jason King,20,Male,Environmental Science,3.16,"['reading', 'snowboarding']",USA,id_16737,Virginia,Freshman
Tabitha Moore,22,Female,Theater,4.13,"['fishing', 'programming']",Canada,id_16738,Ontario,Freshman
Cheryl Coleman,21,Female,Business Administration,2.9699999999999998,"['dancing', 'animation']",Canada,id_16739,Ontario,Freshman
Joseph Peck,23,Male,Molecular Biology,2.71,"['snorkeling', 'digital art']",USA,id_16740,Texas,Junior
Jacob Frazier,21,Male,Fashion Design,3.3,"['windsurfing', 'rafting']",USA,id_16741,Tennessee,Sophomore
David Hurst,22,Male,Health Science,2.87,"['woodworking', 'DIY projects']",Canada,id_16742,Ontario,Senior
Richard Mendoza,23,Male,Criminology,2.59,"['kickboxing', 'snorkeling']",Canada,id_16743,Alberta,Freshman
Mrs. Crystal Turner MD,21,Female,Nursing,3.32,"['writing', 'birdwatching']",USA,id_16744,Florida,Junior
Kelly Campbell,19,Female,Earth Science,3.43,"['bird training', 'video editing']",USA,id_16745,Oklahoma,Sophomore
Jessica Garcia,24,Female,Hospitality Management,4.11,"['windsurfing', 'table tennis']",USA,id_16746,Pennsylvania,Junior
Abigail Sullivan,19,Female,Nursing,2.66,"['traveling', 'volunteering']",Canada,id_16747,Quebec,Junior
Samuel Cuevas,21,Male,Graphic Communication,4.07,"['archery', 'swimming']",USA,id_16748,California,Freshman
Carmen Jordan,22,Female,Nursing,3.83,"['LARPing', 'skiing']",Canada,id_16749,Alberta,Senior
Rhonda Gonzalez,21,Female,Civil Engineering,2.76,"['kayaking', 'gardening']",USA,id_16750,North Carolina,Sophomore
Stephanie Medina,18,Female,Nursing,2.33,"['kayaking', 'rock climbing']",USA,id_16751,Kansas,Senior
Patricia Lane,19,Female,Nutrition Science,3.45,"['board games', 'philately']",USA,id_16752,Texas,Senior
Scott Parker,19,Male,Geography,3.67,"['stand-up comedy', 'sailing']",USA,id_16753,Wisconsin,Senior
Tony Abbott,21,Male,Biochemistry,2.37,"['weightlifting', 'ice skating']",Canada,id_16754,Ontario,Senior
Erik Davis,19,Male,Marketing,3.36,"['gardening', 'soap making']",Canada,id_16755,Ontario,Junior
Emily Parks,18,Female,Ecology,3.05,"['knitting', 'mountain biking']",Canada,id_16756,Quebec,Junior
Sarah Roth,22,Female,Neuroscience,2.92,"['bird watching', 'whittling']",USA,id_16757,Ohio,Junior
Laura Crawford,23,Female,Chemical Engineering,3.66,"['astrology', 'card games']",Canada,id_16758,Ontario,Sophomore
Karen Hill,23,Female,Graphic Design,3.48,"['baking', 'quilting']",Canada,id_16759,Quebec,Sophomore
Scott Jones,24,Male,Biochemistry,2.96,"['archery', 'photography']",Canada,id_16760,Ontario,Freshman
Kelly Graham,24,Female,Mechanical Engineering,3.18,"['camping', 'bird watching']",Canada,id_16761,Saskatchewan,Senior
Thomas Wilkerson MD,23,Male,Graphic Design,3.75,"['beekeeping', 'drone piloting']",Canada,id_16762,Quebec,Junior
Laura Morrow,19,Female,Management,2.46,"['zumba', 'soap making']",Canada,id_16763,Ontario,Junior
Angela Williams,24,Female,Neuroscience,2.29,"['vlogging', 'traveling']",Canada,id_16764,Alberta,Freshman
William Wilson,21,Male,Forensic Science,2.66,"['leatherworking', 'gaming']",Canada,id_16765,Quebec,Senior
Deborah Clements,22,Female,Botany,2.14,"['collecting (e.g., stamps, coins, comic books)', 'zumba']",Canada,id_16766,Quebec,Sophomore
Michael Oconnor,20,Male,English Literature,3.25,"['drawing', 'pottery']",Canada,id_16767,Alberta,Junior
Paul Davies,19,Male,Public Health,2.61,"['rafting', 'woodworking']",USA,id_16768,Michigan,Junior
John Decker,21,Male,Earth Science,2.8200000000000003,"['hiking', 'horseback riding']",Canada,id_16769,Quebec,Freshman
Mark Bryan,23,Male,Dentistry,3.89,"['rafting', 'fencing']",Canada,id_16770,Manitoba,Junior
Emily Frazier,21,Female,Elementary Education,2.71,"['upcycling', 'skateboarding']",USA,id_16771,Ohio,Sophomore
Pamela Griffin,21,Female,Dentistry,2.46,"['animation', 'leatherworking']",Canada,id_16772,British Columbia,Sophomore
Mark Hendrix,18,Male,Health Science,3.15,"['animal rescue', 'gardening']",USA,id_16773,North Carolina,Senior
Matthew Boyd,22,Male,Meteorology,4.12,"['baking', 'gaming']",USA,id_16774,North Carolina,Sophomore
Zachary Ray,23,Male,Nuclear Engineering,3.02,"['homebrewing', 'sailing']",Canada,id_16775,Ontario,Junior
Kimberly Mccarthy,24,Female,Sociology,2.29,"['cosplay', 'flying planes']",USA,id_16776,Indiana,Freshman
Jay Wright,22,Male,Dentistry,4.05,"['astrology', 'birdwatching']",USA,id_16777,North Carolina,Freshman
Catherine Hansen,21,Female,Biochemistry,2.86,"['horseback riding', 'upcycling']",Canada,id_16778,British Columbia,Junior
Kellie Rich,20,Female,Environmental Science,2.56,"['collecting (e.g., stamps, coins, comic books)', 'writing']",USA,id_16779,Michigan,Freshman
Kristina Harvey,24,Female,Industrial Design,2.85,"['weightlifting', 'calligraphy']",Canada,id_16780,Saskatchewan,Senior
Taylor Taylor,23,Female,Nursing,4.12,"['bird training', 'gardening']",USA,id_16781,Florida,Senior
Carly Hill,24,Female,Classics,2.73,"['beekeeping', 'reading']",USA,id_16782,Michigan,Junior
Adrian Reed,18,Male,Fashion Design,2.95,"['flying planes', 'puppetry']",Canada,id_16783,Ontario,Freshman
Christopher Ryan,19,Male,Nuclear Engineering,2.58,"['stone carving', 'traveling']",Canada,id_16784,Ontario,Senior
Robert Howard,21,Male,Computer Science,3.4,"['skydiving', 'candle making']",USA,id_16785,Utah,Junior
Caitlin Williams,18,Female,Geography,3.68,"['kayaking', 'glassblowing']",Canada,id_16786,British Columbia,Junior
Melissa Dunn,19,Female,Fashion Design,2.17,"['kickboxing', 'zumba']",Canada,id_16787,British Columbia,Freshman
Roberto Cook,22,Male,Film Studies,3.85,"['upcycling', 'singing']",Canada,id_16788,New Brunswick,Freshman
Gabrielle Meyer,24,Female,Geography,3.31,"['LARPing', 'candle making']",USA,id_16789,California,Sophomore
Cheryl Barber,21,Female,Nutrition Science,3.14,"['puppetry', 'origami']",USA,id_16790,Louisiana,Freshman
Rodney Mcclain,22,Male,Kinesiology,3.52,"['snowboarding', 'fishing']",USA,id_16791,California,Senior
Stephanie Fischer,24,Female,Film Studies,3.54,"['astrology', 'swimming']",USA,id_16792,Florida,Junior
Pamela Ford,23,Female,Ecology,2.9,"['windsurfing', 'woodworking']",USA,id_16793,South Dakota,Sophomore
Christopher Andrews,20,Male,Hospitality Management,2.56,"['birdwatching', 'graphic design']",Canada,id_16794,British Columbia,Sophomore
Isaac Riley,21,Male,Geography,2.76,"['puzzle solving', 'poetry']",USA,id_16795,California,Senior
Robert Robinson,24,Male,Industrial Design,2.61,"['rock climbing', 'bouldering']",USA,id_16796,California,Senior
Nancy Martinez,22,Female,Botany,2.22,"['graphic design', 'skateboarding']",USA,id_16797,New York,Freshman
Charles Keller,19,Male,Journalism,2.17,"['baking', 'animal rescue']",USA,id_16798,New York,Junior
Robert Oliver,21,Male,Graphic Design,2.69,"['table tennis', 'hiking']",Canada,id_16799,Ontario,Senior
Garrett Watson,18,Male,Graphic Design,4.06,"['camping', 'spelunking']",Canada,id_16800,British Columbia,Sophomore
Carla Anderson,19,Female,Civil Engineering,2.31,"['windsurfing', 'pottery']",USA,id_16801,California,Senior
